"","PLA2G2A","DEGS1","GALNT4","FOLH1","PSTPIP2","ALOX15","RAB13","AGR2","MRPL3","YY1","CTDSPL2","RRP15","SLC17A5","KIN","ACSS3","MRPL16","STRBP","KBTBD3","ATP10B","AGA","LRWD1","DIAPH1","LONP2","FBP2","HCCS","UQCR10","FASN","MPHOSPH10","CLDN4","ANAPC4","SLC2A10","ZGPAT","ERGIC1","RHBDD2","EXTL2","PRKD3","MCCC1","ABHD11","PICK1","EPHA6","MMP14","RDH11","NUP88","MRPL44","POLR2E","STEAP4","SLC35B2","CMPK1","CLDN7","FAAH","FABP5","PTCD3","FNDC3A","XRCC1","TMEM50A","MCCC2","RYR2","PIP","SPON2","KDELR1","GDF15","EFNB1","ADIPOQ","CPSF4","NSMCE3","BAIAP2L1","AFTPH","CLPB","ERI3","HPF1","ADPRH","TTC13","SOWAHC","FAM120C","ALCAM","MORF4L1","TAX1BP1","NOL11","S100B","FRY","SMS","PTBP2","SARDH","MB","DPP7","MAL2","RAB27A","HMCN1","ECI2","MINDY3","FASN.1","GNMT","GGCT","EXTL2.1","DENND2B","P3H3","TPRG1L","ABHD11.1","ITGAE","RAB6C","THBS4","SLC43A1","PEX1","SIAE","CRYBG1","RUNDC1","AAAS","GOLGA4","TARBP1","HDGFL3","KLHL25","TUT7","SAP30BP","ACACA","PTPRD","SPAG1","SPTA1","GFAP","TJP3","RPS6KB1","MTREX","ENTPD4","HOXB13","NT5C1A","EIF2D","PLA2G4C","IREB2","ISCU","GTPBP6","NIPBL","FAS","ERBB2","CNOT3","SPEG","CRTAC1","DDX59","CYP1B1","AHCYL2","MAB21L1","BAP1","SPAG9","IL1RL1","SART1","PTPRF","TMPPE","KAT8","RIF1","CDK5RAP3","CPS1","KIF15","Subtype"
"A1090_T",50113.1696741599,303447.939447911,81142.8065889997,1091326.64593206,33040.5236384237,163293523.78637,309229.984836043,522752.196870142,96122.7070701716,460981.92950339,62971.2775651356,59127.9517005119,305647.817799337,193418.968559999,251356.956213934,464298.698284201,89908.7005277623,13744428.8354292,3609483.54878732,517884.618539591,45404.6960995856,132328.607273876,93733.0976766849,160577.887227682,88460.7850981404,351907.957621458,1854168.82397794,66526.6266160456,2258047.48721603,134804.186862864,142915.778017095,4338015.12242473,1084843.52353474,232361.741009987,139394.947467108,264789.400679296,438275.585061418,2815437.89894237,545609.419041568,1090428.29600453,343614.734007108,1505016.35909885,193115.509789944,153717.889673251,503044.462921439,617073.11594162,434563.26665149,474456.363482933,310052.572644175,51750.2025172435,524005.4350458,166454.837483781,133615.117785494,484211.692365801,117998.325805388,3526572.47573371,1449457.25168173,178130.608905366,155273.789933648,132179.181843385,382791.942131923,655055.741621649,5356540.53207222,193384.847488957,483767.530199134,70110.4328208308,74301.3017630305,577361.451256749,139587.535117357,149686.400236484,36192.9025075126,200171.904961542,764208.875230678,59078.0112630543,743250.827812231,115938.060415569,47384.1301445874,188412.480982403,5164.01753175911,316511.954135493,497433.440236447,1917907.32683813,4263073.87438264,155184.143507469,499016.168427963,1923059.17385002,1461389.40100064,8012295.84330373,819671.580131523,176118.139091834,1854168.82397794,258915.02961082,470340.709370076,139394.947467108,430682.716094524,268204.171382631,3035218.44653233,2815437.89894237,347262.03955855,362276.20757932,387045.732599793,379005.536148195,580832.80614714,891339.176989581,1297398.87487604,921188.499193932,2381624.84994229,145278.59128122,786482.68084994,2704886.34831808,7910022.08367604,581537.586348463,575045.269071606,276388.146680015,20318719.2964994,847967.938874984,478290.135647158,1976610.69110019,561381.453890601,3337271.81321774,1273464.8331652,22856957.5495406,188937.309390367,6449466.84421215,166391.371645964,823435.815486906,1528285.53666324,284484.79187028,150499.797125281,851903.737743977,236014.861036881,340251.970734359,147489.677155537,1.80411574659838,164619.96987018,3862148.25618338,2073639.78099499,727351.985627053,8181690.80255589,1284984.41304645,1710853.01671718,1857497.89359354,318886.029672291,264873.643687762,415561.990533828,18504934.8908876,435625.920638107,318297.662249921,495106.776363755,589076.134487577,"Subgroup2"
"A1126_T",178071.47250877,227148.927013991,89120.1142195853,171189.476705738,171365.092427405,219973212.217229,241274.334209684,425798.732948891,66894.9404496779,239823.341281301,71952.2351984071,24323.624164358,91878.5924055632,407299.514916527,141483.385939814,105104.492639225,89642.7679820356,9737934.00225196,1216804.2290794,284112.033274197,49074.8239378171,155845.988856331,8645.49895566166,366726.292212599,137362.851557023,97095.6621147937,244764.009115688,45843.8415617115,579636.662167172,138339.174216257,8809.11191121134,131419.248240819,307787.89261906,73468.8976074802,779246.381601047,80828.7027389304,189977.405187343,241995.231834977,133170.179800874,584307.669705645,352122.069328275,364243.391645823,294827.922661179,95052.7928044278,196900.107289431,267533.050738667,199716.930981121,460924.258712459,30158.594718694,89131.5714801662,487319.654891075,266773.478624466,890025.24460268,202451.905748288,669773.603073069,239990.879801962,515589.410934318,63421.0803664838,139039.022296357,443635.098573999,125804.525882349,483425.317808558,59706.5652296221,166134.768220291,73215.9724627478,31051.0931854476,41931.1540590553,379190.858606044,1159286.37824009,100976.166708235,349242.075317659,73675.5477826929,122709.104848437,148544.474836475,305993.83044379,96302.5946787329,143071.143572772,163775.745336658,16374.3909475831,129712.606494525,304098.643320362,368905.088104225,6310605.61824923,58299.8765440306,152777.084550698,462315.566774065,428898.543142895,2879548.40427209,225716.94734718,2887299.09296603,244764.009115688,214609.543240521,396808.315104746,779246.381601047,118568.033163532,467920.776644279,170079.770764987,241995.231834977,75299.0686104696,305281.604254048,799233.878761585,16131790.3954022,3543583.79652824,3208883.38934599,5106509.17156054,3691799.10949215,5164124.50637131,251756.231662687,556154.296313029,2422720.75223021,28055392.2541525,498485.563793773,2635041.44217518,2335628.86589424,67059928.4876685,4793630.60903645,3775106.96770534,2779409.31783406,5807001.56900007,861612.232476154,4553060.0133333,80534.9326922324,5373014.32961761,15270791.3800104,766200.361681282,5777302.53857111,2985434.94660712,1824269.68615165,474019.263464417,2482917.3261154,410234.436494367,687728.025575269,161114.483641332,1.80411574659838,209918.061091614,10933125.5836611,3035860.68144066,1476095.29139789,45624508.5486159,3831304.52180487,3496452.01674073,987435.752080229,581022.704536471,1512163.72819259,1119563.61640006,33206006.8652698,1082210.1122262,767605.174486947,3530682.27696209,4536207.95599909,"Subgroup3"
"A1156_T",278217.897363197,311388.701335226,30106.4983704377,713184.941270781,54938.0397092486,200005849.703982,545454.12070204,1229700.67896353,331951.840576145,181381.760390595,41419.4733545023,51073.4822965489,400194.48654996,25858.6124032414,130734.839613422,196588.469992858,219705.504096406,11800211.8636539,1131938.30057293,1443653.32366848,21810.5224787441,130166.927915916,14475.0549893288,846242.665384405,186480.060820977,222667.458121475,1195739.28964322,75178.3572909604,816679.490831911,13892.510546746,30596.0755163828,1678935.16182906,1143769.07157708,160626.08621406,157648.26472397,59270.0435090868,990608.707426388,1069022.91805493,154096.748422218,1117830.78012273,551834.8696036,831755.639188106,243554.151747154,288011.373431389,252772.839815395,477770.575973805,427923.917851514,429570.99089443,507649.043842091,117865.432659974,7942927.65599246,1199229.33646553,12117341.0156373,160203.885740196,135556.518419294,227222.674285095,1151946.64271911,117225.871801081,738243.289610175,150729.9607163,1144149.86036393,2800612.31338478,1205701.45464902,117702.704940762,2061573.50982243,116302.420181076,46455.1029676062,370941.090207457,309935.097670794,170143.756031129,2408492.44694905,78595.8192319826,23902.166600728,140973.270199081,1765644.88739198,412090.214493197,258436.156224687,324819.026052533,61162.7807424625,120749.881792993,1067321.53221599,1052578.1155346,1373901.51779879,277063.81849996,261149.115119506,1850975.95496979,935776.279185123,11538658.0987846,1062501.98869289,1191656.71505804,1195739.28964322,165453.326195739,937820.904877513,157648.26472397,1154561.58803694,1240131.30099316,844045.800882618,1069022.91805493,384355.668176113,904322.115682923,245559.301314559,670612.130954402,782012.357752365,504727.89126287,5740622.73834369,159786.726994834,967812.893601588,1031179.20220058,59104.8525746935,12707439.0668059,6808596.85267737,1153237.79770918,985106.283006792,505660.913684978,14941721.4345531,2754801.02920101,203829.087432695,2902959.98811296,1080345.18169414,171226.870258063,1972943.52957802,1130645.1985886,1198519.56837732,9720663.74231889,213132.529861342,806251.74340799,2247297.65298797,812176.138102243,208008.59496215,3662113.83116215,3298835.95898548,758473.363593072,1548073.59719419,1.80411574659838,232103.821796787,4425670.01484545,44743057.3671234,1215597.22054727,34754824.0072537,559958.130664282,3573760.66162479,2253650.30620272,524088.296333979,345098.678379075,19340.4438471281,35043311.0685636,13416.0925934532,480947.807073868,38563338.8183743,3693538.53962514,"Subgroup2"
"A1159_T",358550.916531279,1059524.48891149,45579.0825638352,337855.694172623,70881.0177027944,341679102.416355,284511.623392323,573192.736230041,72046.0725431799,63085.547888173,41323.7575522778,15577.4543272193,150094.870488666,18395.184389037,186111.866684193,33224.9655974722,54953.3200007252,7605042.79560357,2405761.10526253,303019.614464922,33973.6859522055,127283.433284263,53491.1050428953,524676.610448559,130547.763769385,73960.2157700091,270833.403568993,28848.9552228333,1008983.2422024,8566.7833032023,14433.1902292884,3121957.67676504,509692.33864485,110578.399137256,24740.9208892576,125354.302742967,263684.091023626,243804.572175218,84940.2935382493,960763.994233312,360714.65557296,650361.407088638,126151.951823026,58112.6556392722,138740.312156865,298060.714315724,190545.544183975,392069.583255128,53570.4279042449,139209.008057724,716348.073135257,130692.305786125,65813.3325321386,147801.932569851,541250.567585673,419282.08042245,91176.7655671664,829494.13985711,64505.1714393864,204343.895352348,1846927.70576574,1803858.50305585,940466.421473589,147306.779346135,16401.1079932581,43160.3986751935,108334.925869813,230756.370716151,143584.811851613,35254.8958687209,95124.1070926527,107135.594952696,76387.6430179307,68065.8815756168,461099.23378972,14829.2331111277,46295.4178776418,166887.772745401,35761.5839492953,65501.5003468402,179611.768373434,229978.135234354,6534938.78893236,275467.053269427,165084.76979906,448968.266741556,386607.33561463,19333223.3716064,226727.332583975,630506.429602948,270833.403568993,19914.9466742894,260531.947090664,24740.9208892576,220572.628361807,186759.521567665,154181.352653262,243804.572175218,71946.2197278637,248800.250755084,60664.4093195247,5823278.72918008,14262226.8821471,5636380.5909931,8323606.71941979,7269360.47564523,17559581.7840683,2662641.44692869,1025030.59192286,2299340.01906157,67780463.9950059,4886290.81285213,5701511.2366226,1034563.70887105,104867924.182967,5296015.23984953,151701.81139821,10240171.7673524,1996748.97988838,8145106.45072299,8820860.98665047,69468714.8792598,1588867.90219588,3550079.47676112,326408.792761926,14352242.6969025,9418595.45336778,1846703.94321513,375297.095626331,6839531.78235557,4654662.31924042,761121.26833981,4744252.86103468,113067.178463678,224182.065609597,12560093.0738814,9614169.17364448,1800357.65767706,31017395.3063543,6377544.64875199,2573172.58518797,4549482.95277931,1113452.45944711,394118.768907857,2032433.89880275,63593707.3691118,963014.774105823,372484.853993414,38094172.9532452,6208527.82389668,"Subgroup3"
"A1170_T",90067.3951111877,481706.49364263,24931.9811790121,152119.873888469,37681.7560110535,222984929.510251,494244.09878641,923550.429074278,102206.431068055,892677.347255255,1456095.12717483,23219.3693196152,252146.159640562,25590.7285308514,133983.448307778,131573.034607023,84627.8598213906,11712263.1459167,398984.134772207,517920.95009452,46298.5352682118,84338.3051983059,155382.573769251,204512.029601132,68439.1842922412,140627.645831357,521133.972342672,87326.5824528357,801903.391161946,13485.5847904655,111521.329982656,34641.7236795232,430498.399012191,104729.664689242,55243.0663104374,237813.631626247,300061.005094845,398653.27194653,126744.251668546,1415588.53777,365053.824076182,2231021.84223111,207028.375702312,163340.087634653,190498.6551487,333805.838877548,334069.529624595,717404.366345731,367354.906649544,244470.091454988,563770.217671311,132976.445046798,89105.5723356901,1019109.2105947,109985.880980343,466421.618398003,312035.195923749,175488.43828169,449143.385758864,70446.0397859443,786694.001791776,824424.921086609,91712.3048258589,154138.986345416,326438.244576218,69819.267604451,102828.933655791,180285.367545341,230442.78264793,91021.8148446118,466272.801817481,299645.367213479,451643.243503186,622191.270824457,427702.584359296,37799.2507851373,47553.6661240928,154739.224781324,30962.8597781592,14952.8524691948,447926.450308139,847897.712770235,1771778.14382571,78538.4760274512,194713.276987917,623286.163686,756316.38600205,11234437.0263735,350458.302117772,155983.800338745,521133.972342672,246515.723243526,339389.085613324,55243.0663104374,122850.623880514,145934.930059426,252705.832777468,398653.27194653,107604.355653249,269506.294123795,164783.738656662,4379405.30322175,3592143.21188639,1828412.22447929,1985539.51752186,1411554.23188981,3187363.81281182,1276036.41345246,858139.707424946,36028458.7506062,32200750.737947,447621.434996651,3879800.76299352,2115363.22135514,35070407.9612212,5354684.68339474,223814.582307127,8257335.9997879,1747254.82909543,4826019.79285762,5300179.16526373,1477095.06327321,633891.772895434,12440875.4595292,848613.551385086,9873647.61238908,4964920.0363106,1090425.81663391,137982.556215497,1669685.4273119,303938.652336142,548845.206890066,5244958.4465978,160082.14597728,189851.951415549,7837881.0114135,5167905.00036336,1619091.69552391,178888708.461095,4487923.43588918,3289551.80383862,411631.639459557,613352.957849981,145379.247048577,33149.864674142,50859892.2406467,499109.39096132,1692096.94628401,438883.911597383,6712786.64749032,"Subgroup3"
"A1171_T",101079.041535105,812274.41416811,28908.3055417463,152562.358392366,86885.0864945921,407536571.819342,314101.194645796,1118311.79800849,120897.304230875,339912.395239133,108921.508844001,25202.6884563969,80323.0811560806,34406.3969120854,107606.797476463,162922.054453394,89659.4955660434,13763046.7906682,451224.10160021,159914.586451299,57539.9713507516,450679.682730021,16589.0033020534,558359.202772054,87416.3373772348,116393.994060749,227663.955266572,52293.7294863607,809197.624108709,21152.632278145,5342.27507713497,3064663.3817184,227043.415562919,89707.8045976748,41942.6403552008,296870.65945982,153862.158101518,236723.250397119,99529.8049093215,689809.042702444,141200.341739446,384795.891331204,207219.251069563,142906.776671328,236963.743250556,253106.434871623,304804.016374855,666097.152101746,19442.4197698797,97838.1400461498,448437.337782302,176099.578676415,93926.5531295647,93630.2459605533,390950.743298461,157428.966709691,76854.0374407389,244990.756199063,249219.557889335,85789.7969084115,99813.514460916,1744709.90050157,73379.6188304852,214674.877138563,576560.263558037,33135.9732639982,61349.0935179462,843951.4654682,188812.785694121,89812.0911105049,641409.168541947,82073.4724254922,117881.125753945,27837.7200272047,320607.317373867,54948.2259608281,44128.1806021478,215229.844857496,43456.2749007909,30002.8970187088,222691.272169077,271776.263258297,2174925.29726116,326638.466228559,125506.62289653,556221.051351171,299162.757878442,7744272.60134291,191830.812932008,141508.585654768,227663.955266572,185856.276764522,291408.089926319,41942.6403552008,133564.032971399,362273.593540235,107454.878115949,236723.250397119,79998.9430376645,386561.75784405,73192.624868688,4913963.71657805,30318.8649832206,2323020.5715899,2561710.69451442,5580876.91234391,6835594.50462868,1514889.73332179,792451.330366708,3655819.22001875,18624109.4962958,2182939.5167079,2906444.11532509,3723909.23266585,41077528.1634379,535404.559043631,777131.419306952,5537205.30741427,3322728.46897059,3673032.23018011,2043844.97707842,15093658.0752193,1247332.82092481,13084180.8608264,1801954.79304098,418745.698560552,3424956.39444742,1524390.98542638,288422.620660058,1644905.05687877,76594.5591333077,236422.494960928,522304.099931273,653250.468908582,296328.835843417,6701603.80202518,2982246.20461865,1340444.80909163,199618431.659782,3684013.5496211,4870561.90060419,684781.847930061,682458.715846589,41697.9468342963,1968604.84409939,47816133.6244686,117443.21608999,2136179.54743541,6259168.4518131,4966513.75740436,"Subgroup3"
"A0136_T",94669.4833962249,216962.441780258,13132.892727938,164191.277316105,42177.7507706537,528511722.418905,547592.536997639,429903.341282435,206847.655825996,109423.560231352,41649.7626883989,3264.21651802347,92995.0110065356,23954.1719590322,158237.224680248,209289.512522574,69130.6671115742,9782354.46364303,1418053.06721385,655831.563891489,14541.3760298805,104106.737153256,160312.937090688,286448.530923946,85464.7655160652,96501.7939610329,422990.735482749,47431.1203655586,1234006.54648158,161595.249477749,27977.6423052131,2326170.71289465,391318.731533383,144040.140342536,133918.743578692,59275.7869943186,215465.449452142,218448.935192932,86321.8305166076,679190.43654671,358751.458660979,831936.999516437,212945.8189743,158322.630601164,185894.758286822,386040.361546453,265813.870648608,377237.121342661,36063.6472607902,171490.302278086,244868.542376892,110281.841890093,1509247.77154469,142426.679620392,2514035.9889087,367602.503314508,57654.9552284735,138881.357862555,137004.164693698,39803.7925199049,174037.507226121,1067093.15430682,74984.6398556146,329319.814792315,70235.5051313897,47560.6313926214,74787.9048939467,228106.719763403,537944.473755638,130236.090974029,865752.065912142,78085.3273941842,15222.2157208433,203713.222353608,299685.295036708,323480.91501124,70095.6124377664,807474.427951986,33240.1173730255,19274.3764263739,253289.3987237,1438007.43764969,1138860.78358743,92087.7650470709,234683.752909004,578674.643653761,474829.524012976,9550095.84508998,281360.463847739,2074073.87622675,422990.735482749,276755.219180844,166532.401420677,133918.743578692,146801.07753105,200483.671621321,194115.287018656,218448.935192932,68677.262156995,322318.98487372,411129.479098787,6325278.95186223,4660261.49832564,1254544.67935731,9703671.53835869,6003548.16780153,7032739.46479157,2894661.74714382,388840.267198679,6314690.25110959,38314204.7651544,317400.517855929,1140468.32971516,5954454.17802959,94585358.4582091,2917619.41012766,310002.334663279,3989088.70979078,3153514.05385321,5390291.62478514,3186584.40114798,110029.924076846,972922.810888824,22243947.6089296,354592.444959098,7869266.51438252,5664749.66584346,1520043.3690539,195853.175191133,2769468.80735701,79336.8114127095,680248.99105844,4412550.94525965,207398.306494907,301657.203182252,10744428.1745783,22904344.8279877,2160204.35574684,37121668.1714186,1657617.92456948,3419717.93649344,2187004.03449046,756293.998057134,229700.588496702,96878.759243481,55401873.424688,620279.017358231,252922.148812853,3809277.7230341,6381869.38553931,"Subgroup3"
"A1177_T",100865.395576201,214499.252586655,19414.1131197768,173165.27453401,109476.355399146,545638897.358676,693214.839391614,308224.781358003,83469.479007727,1406537.5021312,1218868.75595364,3511.56498301933,167599.529911946,24862.847007221,118679.835209273,447183.212357294,51923.2042321349,7716188.66138467,1731021.55565181,419548.8772658,15881.586789492,141459.710010075,42464.1513430626,569510.538486497,57204.048309139,178128.988415691,625735.832356383,20367.1023674129,753132.135662001,212172.425780711,170747.175928124,3619845.29916845,355970.669795113,167184.220936396,61077.6908271493,239219.713284254,214685.800945679,315590.65224432,139721.515121887,698056.518259732,112466.198937521,2246627.35456845,215404.347838998,113134.374800731,205458.239521036,247873.550398743,305799.895955436,597452.301234346,320399.085438265,242441.664768537,278605.888905905,146735.527210555,61563.3065131587,1434527.20895299,238323.851306197,388650.75727804,88928.9428187595,332612.381037216,143013.676016163,113428.487829776,137106.603452592,594215.949490503,78857.416940345,280707.426147612,69210.8803713782,70449.7868185186,43003.2527829611,196130.662177873,212757.690247216,35785.5965961938,128795.599318389,250694.814460189,603620.77783005,83784.7069141704,361324.02282595,24764.6144287366,57649.7537011093,76818.4162395173,44461.848395013,30437.6302075583,379920.481551449,174928.613602693,3076240.95378504,61203.896970603,499529.226543526,566783.665762479,692830.113675749,2859296.71952543,252571.48388958,147229.345927255,625735.832356383,170282.981445239,332065.005521547,61077.6908271493,347096.051763868,164340.726188304,386281.04976324,315590.65224432,104164.018686375,129203.189161287,38966.2005707579,9652117.99567082,2796649.74634518,3402824.46503118,16080878.3828339,4943034.23248237,4841521.76680111,2733838.6079951,682923.053713585,51554017.37538,22492905.6566739,1070149.8740808,8264368.83895257,4800106.11666388,75612945.1630062,9303236.51028929,139666.065680642,6572160.20630759,5302165.03883339,11627485.2077884,9709479.52368318,101504.735006873,156792.841200431,26755762.2014632,663573.044804346,13820014.1032352,15196986.8384296,3279712.31976313,195452.65598897,3083802.69707512,3066890.46694596,831370.035319091,1647976.95718593,157326.942709563,256952.61952404,9191388.49032703,23110547.5111534,3665939.03493962,111319260.282509,3021704.27905013,5031889.29119075,774175.271883656,4915608.86224724,281325.825284012,695768.602404655,76396153.0851321,1969675.03759359,2983537.00699154,5302594.34175954,12797202.9525066,"Subgroup3"
"A1183_T",44883.483762506,498017.038145231,80199.5119546515,1881731.04251011,159069.806639482,216600968.9143,404947.156736599,601419.576166375,128890.597002549,105079.561660801,48731.4906910841,48738.1045540352,177990.547512294,72664.6898001324,217228.330119244,199732.812765308,97153.9031951085,19135245.713914,3896095.26240872,1128314.5669082,23785.2546252317,218895.241233738,105382.54504423,1461409.84857716,125702.616471557,156020.71384531,2696783.20771271,60776.781391821,1263868.3824272,12652.9565871085,109441.239630877,3651762.31612974,807759.769540485,303670.746968637,93256.2726469911,345321.458828778,402884.927471262,1368934.21656575,166603.003195854,1119960.29100182,542228.510944439,1142517.91741352,607398.327581634,168358.511607032,591219.396073465,879675.49417806,491376.320102187,1136093.87722137,323191.437526294,149678.203752512,8277655.15703216,117581.511560584,59274.6366714972,1254832.50336832,453726.971270355,2422211.3604823,1584277.96682475,158904.733981509,1148808.39227858,69405.7073507364,404554.961691102,759368.684631148,36459.3987790108,107987.845739219,280072.283975977,202896.019806026,1572069.97883605,205325.602964264,186126.204517162,112550.588995332,65531.784783946,147081.986205694,1341233.78828842,97109.2577030218,927125.18700656,73667.6835797515,31517.1958560477,2016909.88387107,114123.506693755,236108.158531112,1156477.00822623,846786.951169342,3918953.83644081,234607.344973022,353583.404774446,1899346.8615579,1106088.88993459,3841168.93339202,297045.575312231,180621.181055307,2696783.20771271,284139.4437637,714016.880365798,93256.2726469911,730903.103335834,107811.373197743,2004990.30726619,1368934.21656575,190964.431325243,328355.652692735,137692.466254619,332990.663691816,638300.450224815,1067184.15150144,1026535.81003351,604109.416721473,939053.809262277,158505.977077453,305890.685684018,2080360.64637463,11997141.8426176,415297.465914662,520782.379573739,409233.248685625,27211431.0128371,556971.361866366,305569.042565672,965167.841481029,1676314.89682477,3139967.2840182,761565.584392756,9860118.43568875,194637.704990485,2955534.60146909,189709.020750125,403829.492733995,1059623.90917986,365695.031560859,186699.118689413,500912.568702631,37832.2438068668,186849.349158396,462954.711930114,1.80411574659838,149077.687427758,4019659.64053854,2418158.7628923,687853.352421837,15178138.0935382,1141460.90202827,1120301.57173345,1016408.58501951,265725.899289569,242696.312265665,660208.590791555,12892412.5886272,679653.078518179,556153.8246169,297847.049226128,1216831.17825071,"Subgroup2"
"A1184_T",253420.272993325,1690744.82859581,35623.6049136362,179540.066439531,38204.3487078074,228860082.107993,427569.582157687,477106.333704513,121170.482876857,51921.501286287,56486.4974827623,15000.9692102596,209171.071353795,16718.1788439622,235092.370757376,128101.516558583,61336.3065553206,9822574.4702976,2534165.86291639,402698.063257654,33064.4625307596,424468.055093748,101398.188517783,340184.124661626,90299.117560349,158630.571804636,374604.251744378,45584.4532200821,703044.565654986,9353.68263112279,137692.337013705,3610251.86981265,637623.148142376,243993.433908162,236411.102752752,150884.996212343,296866.879473576,366675.768050323,95031.6771995923,237469.244897074,349698.663159424,1754263.50045889,153551.779924803,108637.298193593,132930.065343105,307922.798227165,209911.047820864,516647.508439634,39344.9483093358,265824.108113617,381277.230870289,127942.590147071,91415.4591274166,82300.167804696,249091.179872723,715731.926588513,25533.5623133305,213982.861176676,311411.492500785,56906.1030156576,365644.733556142,310107.318906615,1218457.02876721,149261.801192904,514767.970230103,86379.6228250072,99845.9740359624,155286.585462872,174342.166587236,117721.034972852,662716.26902767,232560.09936908,38343.336972831,430624.296695982,307203.746218572,53915.9098658704,28509.9862886279,239712.748393344,100723.705877701,78781.2733558165,264021.080947405,318489.985816662,2971183.81136366,194567.459169626,410755.04418041,510229.367525335,896787.252994977,13222368.1246136,262548.719843794,131638.166735713,374604.251744378,256683.440235121,248038.655730647,236411.102752752,161587.444702316,96064.4350899218,230952.943478362,366675.768050323,90202.0545656253,460186.190481436,1032220.31144771,1330461.40655373,1657178.93189762,2117454.17613332,988552.907118721,1164644.60716771,2327876.74788387,105872.982659385,440688.900882816,2278594.81691167,38826733.5243135,946910.843411389,2930958.20068603,370102.596081541,39692347.2974871,420961.806347669,201849.830033467,2467323.52343667,1808124.3543981,4754983.34627493,3352572.93559973,33020487.03074,970771.110406787,8966363.31640113,296377.772538818,6731073.7789831,2124198.12372869,351989.871975126,172483.532162289,1631599.74858835,169234.109660765,392037.644355983,1636069.21867446,165776.623393617,263839.300756232,7014212.24025662,4725019.85001594,917579.58122359,10507340.5758572,3272672.6836072,2391865.33837041,1033049.79539866,393365.30937711,209875.925411779,1142490.40453525,26670112.3896063,92915.3549481495,313174.948144983,26891565.2037732,2344914.44132931,"Subgroup3"
"A1191_T",205885.548919332,326478.635605327,16700.1906387237,214342.034960459,97883.687406389,133707071.777898,426593.990129655,749643.209212372,92619.3747514452,261698.706922203,47681.7618514635,16713.9925292132,150463.580826538,22666.9416617623,189063.080966374,83395.4648603068,69363.8676983619,7489993.95045809,1138113.44588342,310183.77590504,32444.1152330091,446624.127964339,24145.3004189134,502143.081622102,77084.9541825635,77197.5354689432,406135.361263701,46133.4236196789,624309.622208317,90808.9805332878,19144.8563348838,3100332.79509499,383436.926832484,127359.8857228,113276.919826668,232788.480050588,154764.761178576,260575.411245142,79497.1365668827,750618.866561093,149216.430720639,897811.125039068,819344.50014789,73531.9908654958,181041.138450802,223750.955025794,245946.893339764,387803.733930084,128756.913854298,109558.131815415,383908.585939896,101666.737461394,106998.312449585,117633.140562617,1725485.19910567,340055.614301973,34974.0593784213,228803.312514686,95387.4276133869,165762.243015833,249530.682270991,455807.430704288,680056.483846424,148243.00106403,433154.136931385,52868.1804387685,35374.6935706885,135775.434495748,187956.448102563,62988.4612339247,82065.8185451849,90481.9852126782,116555.343411195,114982.53509217,246253.439795109,102406.376057048,64616.1326079703,139751.940454789,14583.7245837394,23947.5521862927,272728.633363913,254365.522815741,4059623.63043309,76237.1496764829,249596.181440333,606185.686974433,563778.988750937,9109048.4885332,206076.267809768,818024.046693384,406135.361263701,252591.800064984,457104.863236409,113276.919826668,123726.998205267,532088.761451433,197516.064619355,260575.411245142,67872.9564022738,310725.515624855,788330.493692678,4166903.33033986,7844481.18130655,1916368.50725863,2080234.68512264,2868102.62284366,2658942.62309276,108532.039315902,580172.821669247,7243090.76039211,25145686.743844,945859.55833798,2534756.56384859,502470.774072086,83490284.2268644,36297.2286966198,600149.1510906,5934142.58396609,3717053.04864317,8551822.66838432,3325211.60153124,28444397.8476391,3126578.33792844,13476904.7848374,316747.591525196,7304491.5660054,3198171.9528105,1597742.03639642,354397.858575114,4054438.57919609,337901.357881549,1100408.48536288,4121388.82627193,788436.107413554,218134.003781703,9143891.53503454,7572099.63345595,1106378.11690317,42735810.3944488,3356974.45665206,603459.15224254,3541460.36758202,788883.816909524,498974.041880506,602173.188364719,32035495.9906465,2199983.90782676,854345.813060971,85140982.112394,5774718.27071831,"Subgroup3"
